,elite_avg,env,evals,max,mean,median
0,200.0,GravitarDeterministic-v4,554642.0,250.0,0.75,0.0
1,200.0,GravitarDeterministic-v4,1087787.0,250.0,5.25,0.0
2,200.0,GravitarDeterministic-v4,1583404.0,250.0,7.75,0.0
3,150.0,GravitarDeterministic-v4,2085865.0,250.0,10.25,0.0
4,150.0,GravitarDeterministic-v4,2607665.0,250.0,15.25,0.0
5,200.0,GravitarDeterministic-v4,3150443.0,250.0,21.75,0.0
6,150.0,GravitarDeterministic-v4,3707025.0,250.0,21.0,0.0
7,150.0,GravitarDeterministic-v4,4290243.0,250.0,28.75,0.0
8,150.0,GravitarDeterministic-v4,4893413.0,250.0,37.5,0.0
9,150.0,GravitarDeterministic-v4,5516568.0,250.0,44.25,0.0
10,200.0,GravitarDeterministic-v4,6154655.0,250.0,46.5,0.0
11,150.0,GravitarDeterministic-v4,6805758.0,250.0,45.25,0.0
12,200.0,GravitarDeterministic-v4,7477839.0,250.0,50.5,0.0
13,200.0,GravitarDeterministic-v4,8151312.0,250.0,49.75,0.0
14,150.0,GravitarDeterministic-v4,8831236.0,250.0,55.25,0.0
15,250.0,GravitarDeterministic-v4,9520263.0,250.0,59.5,0.0
16,150.0,GravitarDeterministic-v4,10211746.0,250.0,55.25,0.0
17,150.0,GravitarDeterministic-v4,10906219.0,250.0,56.75,0.0
18,250.0,GravitarDeterministic-v4,11609556.0,250.0,57.0,0.0
19,150.0,GravitarDeterministic-v4,12306909.0,250.0,57.0,0.0
20,150.0,GravitarDeterministic-v4,13011509.0,250.0,65.25,0.0
21,150.0,GravitarDeterministic-v4,13723557.0,250.0,67.25,0.0
22,200.0,GravitarDeterministic-v4,14436759.0,250.0,62.75,0.0
23,150.0,GravitarDeterministic-v4,15153614.0,250.0,66.0,0.0
24,150.0,GravitarDeterministic-v4,15870253.0,250.0,64.75,0.0
25,200.0,GravitarDeterministic-v4,16582247.0,250.0,61.0,0.0
26,200.0,GravitarDeterministic-v4,17292179.0,250.0,65.75,0.0
27,150.0,GravitarDeterministic-v4,18004675.0,250.0,58.75,0.0
28,150.0,GravitarDeterministic-v4,18717125.0,250.0,64.25,0.0
29,150.0,GravitarDeterministic-v4,19433635.0,250.0,64.75,0.0
30,200.0,GravitarDeterministic-v4,20152464.0,250.0,64.25,0.0
31,150.0,GravitarDeterministic-v4,20871303.0,250.0,63.25,0.0
32,200.0,GravitarDeterministic-v4,21593340.0,250.0,65.5,0.0
33,200.0,GravitarDeterministic-v4,22315457.0,250.0,67.25,0.0
34,150.0,GravitarDeterministic-v4,23042106.0,250.0,70.75,0.0
35,150.0,GravitarDeterministic-v4,23774641.0,250.0,70.25,0.0
36,150.0,GravitarDeterministic-v4,24505245.0,250.0,69.5,0.0
37,200.0,GravitarDeterministic-v4,25237982.0,250.0,68.25,0.0
38,150.0,GravitarDeterministic-v4,25968852.0,250.0,73.0,0.0
39,200.0,GravitarDeterministic-v4,26698544.0,250.0,70.25,0.0
40,200.0,GravitarDeterministic-v4,27424754.0,250.0,63.75,0.0
41,150.0,GravitarDeterministic-v4,28145383.0,250.0,66.25,0.0
42,250.0,GravitarDeterministic-v4,28870002.0,250.0,60.25,0.0
43,200.0,GravitarDeterministic-v4,29596172.0,250.0,66.0,0.0
44,100.0,GravitarDeterministic-v4,30324096.0,250.0,66.0,0.0
45,150.0,GravitarDeterministic-v4,31048219.0,250.0,63.0,0.0
46,150.0,GravitarDeterministic-v4,31771503.0,250.0,63.25,0.0
47,150.0,GravitarDeterministic-v4,32496499.0,250.0,66.5,0.0
48,150.0,GravitarDeterministic-v4,33221609.0,250.0,70.25,0.0
49,200.0,GravitarDeterministic-v4,33949391.0,250.0,71.5,0.0
50,100.0,GravitarDeterministic-v4,34683516.0,250.0,68.25,0.0
51,150.0,GravitarDeterministic-v4,35414174.0,250.0,74.75,0.0
52,150.0,GravitarDeterministic-v4,36139073.0,250.0,64.5,0.0
53,200.0,GravitarDeterministic-v4,36864771.0,500.0,69.25,0.0
54,200.0,GravitarDeterministic-v4,37590356.0,500.0,65.95,0.0
55,150.0,GravitarDeterministic-v4,38321319.0,250.0,72.1,0.0
56,200.0,GravitarDeterministic-v4,39053610.0,250.0,71.1,0.0
57,250.0,GravitarDeterministic-v4,39786905.0,250.0,72.2,0.0
58,150.0,GravitarDeterministic-v4,40520808.0,250.0,73.75,0.0
59,200.0,GravitarDeterministic-v4,41252284.0,250.0,65.7,0.0
60,150.0,GravitarDeterministic-v4,41982844.0,250.0,75.2,0.0
61,200.0,GravitarDeterministic-v4,42716959.0,250.0,73.5,0.0
62,200.0,GravitarDeterministic-v4,43451971.0,250.0,77.0,0.0
63,150.0,GravitarDeterministic-v4,44184673.0,250.0,69.25,0.0
64,150.0,GravitarDeterministic-v4,44915996.0,250.0,72.2,0.0
65,200.0,GravitarDeterministic-v4,45648485.0,250.0,72.0,0.0
66,150.0,GravitarDeterministic-v4,46380829.0,250.0,66.25,0.0
67,150.0,GravitarDeterministic-v4,47117592.0,250.0,70.95,0.0
68,200.0,GravitarDeterministic-v4,47853839.0,250.0,71.7,0.0
69,150.0,GravitarDeterministic-v4,48586618.0,250.0,71.0,0.0
70,150.0,GravitarDeterministic-v4,49319690.0,250.0,69.45,0.0
