,elite_avg,evals,max,mean,median
0,29.072884456279866,10741.0,35.51278195488715,5.883088736784148,4.9301474326385435
1,77.63511630638905,26024.0,79.10344827586228,8.089548566922005,5.193740604072715
2,81.42255356323547,45945.0,137.21311475409902,11.924492532317764,8.406625742960168
3,144.54012689785253,71997.0,301.99999999999966,19.74689250543551,11.659193019606864
4,180.08844288944485,110003.0,273.7952254641928,29.623568525866013,20.64513302421651
5,153.6207097512283,155193.0,404.0999999999966,44.11262160757744,30.990514560361813
6,241.35628727423028,205689.0,563.1578947368322,58.98689602329637,45.494874274661406
7,261.6718249432998,260863.0,374.2619718309843,58.948201986741815,46.8577726609007
8,226.0647371803209,323254.0,443.7827338129444,69.53462793783994,52.36596173212479
9,264.3573174079558,390365.0,433.3333333333286,74.76267795996542,55.79845621773332
10,265.1816569227505,460024.0,452.92941176470293,78.19394755596088,56.33641155386872
11,203.18774387876425,528319.0,489.0405797101407,81.5918498495176,57.56843501326249
12,223.26028978803333,599286.0,566.9266409266324,95.81989726846601,62.954046106798316
13,263.16099637288914,676846.0,531.3868613138636,96.23807450069584,62.424161884626855
14,225.20140948231096,759821.0,612.7272727272623,118.50764521481258,66.80905518191398
15,313.2291824009524,847328.0,760.3773584905568,126.82917361155062,67.26357954329572
16,311.4497520304682,935787.0,690.9407665505123,133.1136500606314,94.03194638301991
17,218.1617552189664,1028942.0,579.8679867986733,149.72843816360273,128.43751600512218
18,280.17209109549333,1132236.0,693.941258741252,169.8818265665463,150.68239416844204
19,339.84688467425303,1232298.0,647.2594795538946,156.75015711452846,149.2370370370378
20,307.2134803620957,1330709.0,571.1818181818103,157.5337962011527,137.58777687047143
21,264.3439907606022,1431378.0,633.9857142857062,169.62167792016632,159.98920027341148
22,318.0846696452413,1526415.0,737.129181494655,171.77687667539806,153.98242009132508
23,301.03684834504395,1636417.0,612.5506072874377,183.35786031852484,179.03026847232263
24,284.4084559130712,1736418.0,594.8909090909037,158.42505508025843,161.76666666666756
25,313.2290893293136,1832596.0,609.4339622641403,154.37616283316092,152.2258955545975
26,311.2102805355086,1937284.0,659.308361204,183.5913440421091,181.22645108547692
27,299.82475608547645,2039720.0,630.0231833909971,181.84288910837498,182.46885245901774
28,267.18438394695687,2132215.0,510.0609318996368,163.5496363927149,152.53115676204533
29,415.79939919408645,2242189.0,863.76811594202,186.42735105088187,181.97679225536461
30,302.73329246377415,2351342.0,665.8730158730078,179.3329401131804,189.5379180151038
31,355.57650640695226,2462570.0,612.3287671232781,185.9992928085804,181.0190115440126
32,330.51473022482463,2562316.0,740.3041825094903,155.0248054847147,146.85465975971647
33,272.8619089743278,2662229.0,665.8808510638231,162.37306232988354,167.14722222222338
34,259.30705217008284,2769367.0,556.249999999993,167.79182230502983,162.61384157880588
35,303.32752672039476,2880662.0,652.6881720429993,178.31232962064442,178.3772727272738
36,314.6714229357057,2993536.0,649.1689655172319,185.11052058571195,186.46721262359046
37,288.16563597682074,3104033.0,686.981294964018,183.2720009810131,175.46959238007045
38,404.1342865661769,3220803.0,649.331768953063,190.9801954054827,184.96893478141726
39,339.3314854720969,3334104.0,662.3574803149551,205.51349348575098,190.39058334776
40,348.06510425450955,3446539.0,612.6454545454466,195.04101116561313,200.1409893992943
41,320.53994409368835,3552550.0,897.3475836431115,182.48519591693193,178.58219814241605
42,370.15645475555135,3668919.0,667.6056338028052,204.89976437944512,187.07966661025657
43,292.47799326310906,3772813.0,905.7999999999907,185.37807617474016,179.1230336828526
44,364.86247287386357,3890573.0,664.4517110266034,206.20242218599907,199.30540690697495
45,351.815077387169,4011020.0,634.5454545454407,196.2773752750166,187.95432269995501
46,377.5565179285687,4125281.0,728.5714285714139,191.59274899764313,180.37088607595075
47,324.28177016554633,4229628.0,675.2369649805344,167.73784390111422,160.17207874476256
48,433.0704626489663,4353011.0,745.1857142857021,213.5971825479086,202.95227460711428
