,elite_avg,env,evals,max,mean,median
0,126.0,AmidarDeterministic-v4,637081.0,126.0,6.525,2.0
1,126.0,AmidarDeterministic-v4,1266602.0,126.0,8.838,2.0
2,126.0,AmidarDeterministic-v4,1883943.0,126.0,11.59,2.0
3,126.0,AmidarDeterministic-v4,2492883.0,126.0,15.712,12.0
4,126.0,AmidarDeterministic-v4,3108884.0,126.0,19.252,22.0
5,126.0,AmidarDeterministic-v4,3759381.0,126.0,24.028,31.0
6,126.0,AmidarDeterministic-v4,4409017.0,126.0,25.246,31.0
7,126.0,AmidarDeterministic-v4,5060206.0,126.0,26.252,31.0
8,126.0,AmidarDeterministic-v4,5710024.0,126.0,25.804,31.0
9,126.0,AmidarDeterministic-v4,6359751.0,126.0,25.877,31.0
10,126.0,AmidarDeterministic-v4,7009432.0,126.0,26.666,31.0
11,126.0,AmidarDeterministic-v4,7661951.0,126.0,26.649,31.0
12,126.0,AmidarDeterministic-v4,8310904.0,126.0,27.179,31.0
13,126.0,AmidarDeterministic-v4,8964157.0,126.0,27.387,31.0
14,126.0,AmidarDeterministic-v4,9617755.0,126.0,26.818,31.0
15,126.0,AmidarDeterministic-v4,10271556.0,126.0,27.712,31.0
16,126.0,AmidarDeterministic-v4,10922784.0,126.0,27.088,31.0
17,126.0,AmidarDeterministic-v4,11576851.0,126.0,27.462,31.0
18,126.0,AmidarDeterministic-v4,12229367.0,126.0,26.86,31.0
19,126.0,AmidarDeterministic-v4,12885014.0,126.0,27.851,31.0
20,126.0,AmidarDeterministic-v4,13540967.0,126.0,28.061,31.0
21,126.0,AmidarDeterministic-v4,14194463.0,126.0,27.877,31.0
22,126.0,AmidarDeterministic-v4,14850595.0,126.0,28.178,31.0
23,126.0,AmidarDeterministic-v4,15502601.0,126.0,28.078,31.0
24,126.0,AmidarDeterministic-v4,16156451.0,126.0,27.368,31.0
25,126.0,AmidarDeterministic-v4,16810722.0,126.0,27.709,31.0
26,126.0,AmidarDeterministic-v4,17468333.0,126.0,28.191,31.0
27,126.0,AmidarDeterministic-v4,18124701.0,126.0,28.445,31.0
28,126.0,AmidarDeterministic-v4,18779728.0,126.0,28.204,31.0
29,126.0,AmidarDeterministic-v4,19435181.0,126.0,28.205,31.0
30,126.0,AmidarDeterministic-v4,20090321.0,126.0,27.904,31.0
31,126.0,AmidarDeterministic-v4,20746441.0,126.0,28.453,31.0
32,126.0,AmidarDeterministic-v4,21402291.0,126.0,28.773,31.0
33,126.0,AmidarDeterministic-v4,22054868.0,126.0,27.941,31.0
34,126.0,AmidarDeterministic-v4,22710005.0,126.0,28.193,31.0
35,126.0,AmidarDeterministic-v4,23365880.0,126.0,28.825,31.0
36,126.0,AmidarDeterministic-v4,24021395.0,126.0,28.908,31.0
37,126.0,AmidarDeterministic-v4,24677825.0,126.0,28.442,31.0
38,126.0,AmidarDeterministic-v4,25333083.0,126.0,27.749,31.0
39,126.0,AmidarDeterministic-v4,25989575.0,126.0,28.739,31.0
40,126.0,AmidarDeterministic-v4,26644019.0,126.0,28.034,31.0
41,126.0,AmidarDeterministic-v4,27299952.0,126.0,28.535,31.0
42,126.0,AmidarDeterministic-v4,27956169.0,126.0,28.635,31.0
43,126.0,AmidarDeterministic-v4,28611415.0,126.0,28.33,31.0
44,126.0,AmidarDeterministic-v4,29267631.0,126.0,28.393,31.0
45,126.0,AmidarDeterministic-v4,29923344.0,126.0,28.198,31.0
46,126.0,AmidarDeterministic-v4,30577303.0,126.0,28.177,31.0
47,126.0,AmidarDeterministic-v4,31232576.0,126.0,28.387,31.0
48,126.0,AmidarDeterministic-v4,31888227.0,126.0,28.563,31.0
49,126.0,AmidarDeterministic-v4,32542830.0,126.0,28.23,31.0
50,126.0,AmidarDeterministic-v4,33199489.0,126.0,28.248,31.0
51,126.0,AmidarDeterministic-v4,33853688.0,126.0,28.35,31.0
52,126.0,AmidarDeterministic-v4,34509309.0,126.0,28.504,31.0
53,126.0,AmidarDeterministic-v4,35163370.0,126.0,28.305,31.0
54,126.0,AmidarDeterministic-v4,35818438.0,126.0,28.685,31.0
55,126.0,AmidarDeterministic-v4,36471993.0,126.0,28.213,31.0
56,126.0,AmidarDeterministic-v4,37126570.0,126.0,28.273,31.0
57,126.0,AmidarDeterministic-v4,37782634.0,126.0,28.415,31.0
58,126.0,AmidarDeterministic-v4,38438592.0,126.0,28.779,31.0
59,126.0,AmidarDeterministic-v4,39094337.0,126.0,28.647,31.0
60,126.0,AmidarDeterministic-v4,39749132.0,126.0,28.1,31.0
61,126.0,AmidarDeterministic-v4,40406041.0,126.0,29.268,31.0
62,126.0,AmidarDeterministic-v4,41060876.0,126.0,28.416,31.0
63,126.0,AmidarDeterministic-v4,41717833.0,126.0,28.416,31.0
64,126.0,AmidarDeterministic-v4,42375104.0,126.0,28.387,31.0
65,126.0,AmidarDeterministic-v4,43029985.0,126.0,28.066,31.0
66,126.0,AmidarDeterministic-v4,43685356.0,126.0,28.48,31.0
67,126.0,AmidarDeterministic-v4,44342000.0,126.0,28.957,31.0
68,126.0,AmidarDeterministic-v4,44998647.0,126.0,28.869,31.0
69,126.0,AmidarDeterministic-v4,45656755.0,126.0,28.956,31.0
70,126.0,AmidarDeterministic-v4,46311999.0,126.0,28.418,31.0
71,126.0,AmidarDeterministic-v4,46965774.0,126.0,27.949,31.0
72,126.0,AmidarDeterministic-v4,47622435.0,126.0,28.597,31.0
73,126.0,AmidarDeterministic-v4,48277007.0,126.0,28.674,31.0
74,126.0,AmidarDeterministic-v4,48935006.0,126.0,28.451,31.0
75,126.0,AmidarDeterministic-v4,49590748.0,126.0,28.608,31.0
76,126.0,AmidarDeterministic-v4,50247056.0,126.0,28.544,31.0
77,126.0,AmidarDeterministic-v4,50904314.0,126.0,29.051,31.0
78,126.0,AmidarDeterministic-v4,51562389.0,126.0,28.776,31.0
79,126.0,AmidarDeterministic-v4,52219109.0,126.0,28.811,31.0
80,126.0,AmidarDeterministic-v4,52876369.0,126.0,28.395,31.0
81,126.0,AmidarDeterministic-v4,53533628.0,126.0,28.698,31.0
82,126.0,AmidarDeterministic-v4,54188400.0,126.0,28.663,31.0
83,126.0,AmidarDeterministic-v4,54844639.0,126.0,28.73,31.0
84,126.0,AmidarDeterministic-v4,55501051.0,126.0,28.856,31.0
85,126.0,AmidarDeterministic-v4,56156422.0,126.0,28.482,31.0
86,126.0,AmidarDeterministic-v4,56813780.0,126.0,28.432,31.0
87,126.0,AmidarDeterministic-v4,57469892.0,126.0,28.486,31.0
88,126.0,AmidarDeterministic-v4,58126469.0,126.0,28.226,31.0
89,126.0,AmidarDeterministic-v4,58784047.0,126.0,28.834,31.0
90,126.0,AmidarDeterministic-v4,59439122.0,126.0,28.535,31.0
91,126.0,AmidarDeterministic-v4,60096208.0,126.0,28.579,31.0
92,126.0,AmidarDeterministic-v4,60753734.0,126.0,28.876,31.0
93,126.0,AmidarDeterministic-v4,61410616.0,126.0,28.57,31.0
94,126.0,AmidarDeterministic-v4,62068230.0,126.0,28.969,31.0
95,126.0,AmidarDeterministic-v4,62723197.0,126.0,28.789,31.0
96,126.0,AmidarDeterministic-v4,63379540.0,126.0,28.574,31.0
97,126.0,AmidarDeterministic-v4,64038117.0,126.0,29.265,31.0
98,126.0,AmidarDeterministic-v4,64693229.0,126.0,28.56,31.0
99,126.0,AmidarDeterministic-v4,65351786.0,126.0,28.994,31.0
100,126.0,AmidarDeterministic-v4,66007930.0,126.0,28.655,31.0
101,126.0,AmidarDeterministic-v4,66663178.0,126.0,27.917,31.0
102,126.0,AmidarDeterministic-v4,67319874.0,126.0,28.597,31.0
103,126.0,AmidarDeterministic-v4,67974556.0,126.0,28.441,31.0
104,126.0,AmidarDeterministic-v4,68630546.0,126.0,28.063,31.0
105,126.0,AmidarDeterministic-v4,69288590.0,126.0,28.869,31.0
106,126.0,AmidarDeterministic-v4,69945684.0,126.0,28.855,31.0
107,126.0,AmidarDeterministic-v4,70602374.0,126.0,28.576,31.0
108,126.0,AmidarDeterministic-v4,71259050.0,126.0,28.352,31.0
109,126.0,AmidarDeterministic-v4,71915602.0,126.0,28.553,31.0
110,126.0,AmidarDeterministic-v4,72571214.0,126.0,28.718,31.0
111,126.0,AmidarDeterministic-v4,73226607.0,126.0,28.323,31.0
112,126.0,AmidarDeterministic-v4,73882265.0,126.0,28.485,31.0
113,126.0,AmidarDeterministic-v4,74540065.0,126.0,28.577,31.0
114,126.0,AmidarDeterministic-v4,75195038.0,126.0,28.715,31.0
115,126.0,AmidarDeterministic-v4,75851570.0,126.0,28.812,31.0
116,126.0,AmidarDeterministic-v4,76509475.0,126.0,29.023,31.0
117,126.0,AmidarDeterministic-v4,77163612.0,126.0,28.706,31.0
118,126.0,AmidarDeterministic-v4,77819371.0,126.0,28.798,31.0
119,126.0,AmidarDeterministic-v4,78475470.0,126.0,29.057,31.0
120,126.0,AmidarDeterministic-v4,79131631.0,126.0,28.369,31.0
121,126.0,AmidarDeterministic-v4,79787495.0,126.0,28.864,31.0
122,126.0,AmidarDeterministic-v4,80443825.0,126.0,28.649,31.0
123,126.0,AmidarDeterministic-v4,81099917.0,126.0,28.488,31.0
124,126.0,AmidarDeterministic-v4,81757422.0,126.0,29.412,31.0
125,126.0,AmidarDeterministic-v4,82414087.0,126.0,28.721,31.0
126,126.0,AmidarDeterministic-v4,83070543.0,126.0,28.405,31.0
127,126.0,AmidarDeterministic-v4,83725972.0,126.0,28.619,31.0
128,126.0,AmidarDeterministic-v4,84382453.0,126.0,28.727,31.0
129,126.0,AmidarDeterministic-v4,85038307.0,126.0,28.279,31.0
130,126.0,AmidarDeterministic-v4,85694461.0,126.0,28.552,31.0
131,126.0,AmidarDeterministic-v4,86350624.0,126.0,28.512,31.0
132,126.0,AmidarDeterministic-v4,87006748.0,126.0,28.823,31.0
133,126.0,AmidarDeterministic-v4,87664578.0,126.0,29.081,31.0
134,126.0,AmidarDeterministic-v4,88319964.0,126.0,28.669,31.0
135,126.0,AmidarDeterministic-v4,88976692.0,126.0,28.478,31.0
136,126.0,AmidarDeterministic-v4,89630176.0,126.0,29.129,31.0
137,126.0,AmidarDeterministic-v4,90286821.0,126.0,28.886,31.0
138,126.0,AmidarDeterministic-v4,90944224.0,126.0,28.784,31.0
139,126.0,AmidarDeterministic-v4,91598440.0,126.0,28.692,31.0
140,126.0,AmidarDeterministic-v4,92254516.0,126.0,28.443,31.0
141,126.0,AmidarDeterministic-v4,92910186.0,126.0,28.493,31.0
142,126.0,AmidarDeterministic-v4,93565143.0,126.0,28.881,31.0
143,126.0,AmidarDeterministic-v4,94220835.0,126.0,28.559,31.0
144,126.0,AmidarDeterministic-v4,94875001.0,126.0,28.381,31.0
145,126.0,AmidarDeterministic-v4,95531484.0,126.0,28.604,31.0
146,126.0,AmidarDeterministic-v4,96185491.0,126.0,28.318,31.0
147,126.0,AmidarDeterministic-v4,96840855.0,126.0,28.554,31.0
148,126.0,AmidarDeterministic-v4,97496404.0,126.0,28.748,31.0
149,126.0,AmidarDeterministic-v4,98151000.0,126.0,29.048,31.0
150,126.0,AmidarDeterministic-v4,98807994.0,126.0,28.788,31.0
151,126.0,AmidarDeterministic-v4,99463886.0,126.0,28.872,31.0
152,126.0,AmidarDeterministic-v4,100117899.0,126.0,28.716,31.0
153,126.0,AmidarDeterministic-v4,100771744.0,126.0,28.766,31.0
154,126.0,AmidarDeterministic-v4,101426971.0,126.0,28.281,31.0
155,126.0,AmidarDeterministic-v4,102083482.0,126.0,29.397,31.0
156,126.0,AmidarDeterministic-v4,102738369.0,126.0,29.046,31.0
157,126.0,AmidarDeterministic-v4,103393754.0,126.0,28.649,31.0
158,126.0,AmidarDeterministic-v4,104048444.0,126.0,28.412,31.0
159,126.0,AmidarDeterministic-v4,104703982.0,126.0,29.103,31.0
160,126.0,AmidarDeterministic-v4,105359155.0,126.0,28.026,31.0
161,126.0,AmidarDeterministic-v4,106014653.0,126.0,28.902,31.0
162,126.0,AmidarDeterministic-v4,106669828.0,126.0,28.483,31.0
163,126.0,AmidarDeterministic-v4,107326059.0,126.0,28.885,31.0
164,126.0,AmidarDeterministic-v4,107981044.0,126.0,28.81,31.0
165,126.0,AmidarDeterministic-v4,108636115.0,126.0,28.638,31.0
166,126.0,AmidarDeterministic-v4,109291366.0,126.0,28.103,31.0
167,126.0,AmidarDeterministic-v4,109947406.0,126.0,28.464,31.0
168,126.0,AmidarDeterministic-v4,110603209.0,126.0,28.269,31.0
169,126.0,AmidarDeterministic-v4,111257279.0,126.0,28.494,31.0
170,126.0,AmidarDeterministic-v4,111912380.0,126.0,28.741,31.0
171,126.0,AmidarDeterministic-v4,112566870.0,126.0,28.462,31.0
172,126.0,AmidarDeterministic-v4,113219117.0,126.0,28.656,31.0
173,126.0,AmidarDeterministic-v4,113873827.0,126.0,28.384,31.0
174,126.0,AmidarDeterministic-v4,114529472.0,126.0,28.455,31.0
175,126.0,AmidarDeterministic-v4,115184678.0,126.0,28.703,31.0
176,126.0,AmidarDeterministic-v4,115842141.0,126.0,28.834,31.0
177,126.0,AmidarDeterministic-v4,116498254.0,126.0,28.81,31.0
178,126.0,AmidarDeterministic-v4,117153997.0,126.0,29.225,31.0
179,126.0,AmidarDeterministic-v4,117808643.0,126.0,28.464,31.0
180,126.0,AmidarDeterministic-v4,118465046.0,126.0,28.807,31.0
181,126.0,AmidarDeterministic-v4,119121002.0,126.0,28.993,31.0
182,126.0,AmidarDeterministic-v4,119777883.0,126.0,28.816,31.0
183,126.0,AmidarDeterministic-v4,120434787.0,126.0,28.708,31.0
184,126.0,AmidarDeterministic-v4,121090916.0,126.0,28.838,31.0
185,126.0,AmidarDeterministic-v4,121746836.0,126.0,28.725,31.0
186,126.0,AmidarDeterministic-v4,122402575.0,126.0,28.589,31.0
187,126.0,AmidarDeterministic-v4,123055792.0,126.0,28.028,31.0
188,126.0,AmidarDeterministic-v4,123710175.0,126.0,28.494,31.0
189,126.0,AmidarDeterministic-v4,124367650.0,126.0,28.702,31.0
190,126.0,AmidarDeterministic-v4,125022223.0,126.0,28.436,31.0
191,126.0,AmidarDeterministic-v4,125675927.0,126.0,28.611,31.0
192,126.0,AmidarDeterministic-v4,126330099.0,126.0,28.515,31.0
193,126.0,AmidarDeterministic-v4,126984741.0,126.0,28.503,31.0
194,126.0,AmidarDeterministic-v4,127640477.0,126.0,28.946,31.0
195,126.0,AmidarDeterministic-v4,128295346.0,126.0,28.863,31.0
196,126.0,AmidarDeterministic-v4,128950712.0,126.0,28.961,31.0
197,126.0,AmidarDeterministic-v4,129606243.0,126.0,28.63,31.0
198,126.0,AmidarDeterministic-v4,130259483.0,126.0,28.632,31.0
