,elite_avg,evals,max,mean,median
0,57.96640815168341,19854.0,88.05681063122944,9.240454923688242,4.7808240539947935
1,61.29929766736492,46600.0,98.53333333333364,16.828293152973178,5.784558794524882
2,73.8409976753994,86300.0,130.63755274261663,30.69089203751176,27.990238866653897
3,68.56963184597483,136008.0,135.118505338079,49.28040998912295,48.24753820033942
4,71.37966307647267,184816.0,133.37773851590157,54.85017865092647,55.014108448868726
5,75.54882399875643,235106.0,154.80769230769297,56.72052729051251,55.81760579189566
6,71.6426427109278,284672.0,143.40805369127597,56.55271531122299,56.140252454417805
7,79.52887925511354,334228.0,145.75555555555638,57.8074464162629,56.01324124791602
8,75.84509902742943,382634.0,141.09664429530272,56.44152443945845,55.067073667073544
9,75.55083759005956,430518.0,120.28489208633131,57.55994886290628,56.095672045518
10,72.69838754709119,479034.0,140.06666666666712,57.17360971685458,56.50316078345641
11,82.17672628110047,527803.0,128.11617161716242,56.37459078929498,55.48095111650595
12,72.54163311192663,575286.0,148.05849056603833,58.40957703487029,56.517051752067395
13,72.30912177319314,622605.0,116.96917562724055,57.83758411728419,56.42242909720703
14,76.43198658257361,668756.0,154.08148148148211,58.273501883436964,57.21082529474799
15,63.44122156606272,715427.0,152.62307692307732,57.49966280067534,56.52627369043084
16,82.88319217551921,762044.0,133.3477611940304,58.444499321788754,56.84978871488923
17,69.15491811389674,807498.0,123.90000000000043,58.058836155605306,56.963286713286585
18,73.16396768673773,853601.0,138.440540540541,59.20493575703651,57.80810155338601
19,71.55685434889095,899888.0,154.70041841004257,58.693219321300205,57.84937458854495
20,65.38306484672552,945164.0,136.77936507936568,58.25336071750482,58.59533458448169
21,86.51343144916018,990041.0,137.0538461538468,57.15359460828588,56.55703885746067
22,71.38033270447643,1034492.0,138.65714285714347,57.94085322529558,57.8478414379713
23,84.35278998797189,1078876.0,143.66474820143938,57.423353285230405,57.21463566039522
24,67.00065173556351,1122249.0,156.93448275862136,57.48044908990957,57.408333333333196
25,82.87588083820151,1166249.0,138.14347826086993,57.595894927811585,56.575984854930525
26,79.4819786324399,1211285.0,161.5408450704233,59.93149560091249,58.1939328277355
27,77.58957880223745,1255757.0,151.27210884353792,59.828267452195036,58.913375189007795
28,73.72295818077025,1300310.0,142.63893129771049,60.85135749053874,60.337183544303656
29,69.04064416712257,1344309.0,137.02408026755927,57.8752935987158,57.85444749939522
30,75.30054834477744,1388535.0,134.27170418006475,59.046346303658225,59.22523801697504
31,68.9696721425064,1432545.0,144.66117216117271,58.861551156648055,58.47517263025725
32,73.35407853930329,1476844.0,154.15611510791425,57.97979419989802,57.31144785720742
33,74.50129595049206,1521070.0,178.1925093632964,60.57114580980975,59.22906756028389
34,84.49173374574715,1565213.0,131.4433070866146,59.719428642095316,57.16904761904748
35,72.74597828251665,1608517.0,158.6787234042558,59.36353893956418,58.10954429964744
36,71.80014114067542,1651769.0,135.4221374045807,59.76646284348315,59.66688353936229
37,85.43674547556134,1694757.0,158.68518518518582,58.02255688740568,58.124699374699205
38,69.40022507138575,1737550.0,160.9704280155647,60.88954134878893,58.872886093640716
39,77.29009417747302,1780225.0,153.8594202898555,60.76750228257612,58.8508361204012
40,77.67950680030313,1822923.0,156.5910034602081,60.90810647274905,58.623868538924285
41,76.87414066914054,1864786.0,161.9000000000007,59.01603813976962,58.1330759330758
42,80.92196299282605,1906284.0,172.91269841269929,61.41543318842989,59.72339117131972
43,67.337847789936,1947795.0,164.88918918918992,59.972364050743835,57.753571428571306
44,74.50630872434229,1988767.0,151.43623188405837,59.5639834470242,58.29919919919909
45,77.97830956923625,2030827.0,161.79107806691516,63.34844511660144,60.45753811405971
46,75.7552040966153,2070767.0,151.87251908397008,59.374348699674655,58.249301615015156
47,68.31959523547772,2111032.0,165.8085501858743,60.00088757718583,59.51930197719747
48,75.10321804921668,2151459.0,164.38571428571498,63.75605055817197,59.68266048160642
49,74.79560482575764,2191532.0,154.88286852589695,61.19848393450457,60.42123287671221
50,76.46228916871358,2230815.0,140.40903426791343,60.40875783582047,59.09421569164964
51,75.64077081031411,2270015.0,138.04776119403033,60.63497863523123,60.36297102224748
52,88.28712510707528,2309739.0,125.58201438848955,60.31665412851937,59.46385493888988
53,73.35319588921,2349192.0,143.26498194945887,61.99832955307335,60.543063862627726
54,83.53940250387745,2389728.0,161.2726141078845,60.986684380017074,59.71708209282452
55,86.9872859704744,2430715.0,144.13287671232933,60.70825650880358,59.964784187172114
56,79.2763818610737,2469591.0,144.7852348993294,59.6705201021851,59.37257010090873
57,83.06516435152693,2508679.0,138.70350877193027,60.775742404114766,60.36873638344217
58,95.0840819212111,2547003.0,134.83465703971154,59.479563162057985,58.60689655172402
59,77.85494149578321,2585125.0,124.4004048583,62.16275629649652,61.35196546790487
60,77.23435199602571,2621782.0,149.1062256809343,60.594938178886004,61.15682446933878
61,79.04721150896023,2659169.0,182.74615384615421,63.548352715913,60.84864218248602
62,72.50091576338892,2696747.0,168.14460431654743,62.374277470481935,60.59988137603783
63,83.60154336800966,2734282.0,162.14558303886966,61.94063941860958,60.56351275186684
64,88.28444520024796,2771426.0,148.86802721088472,63.23472773873839,60.72169811320745
65,70.67822545315025,2809072.0,174.78699186991926,64.92409196891808,62.496741210961076
66,75.50228315459898,2845463.0,160.8181818181824,65.30254623589092,62.52242562929055
67,83.20773081972915,2882133.0,132.48596491228113,63.689369854750595,63.57100439327374
68,80.66289235348995,2918387.0,187.5942084942092,64.92583635206667,63.67440111907675
69,79.76217298981379,2957035.0,164.68102189781098,64.70609084808139,63.465455916795676
70,93.74879063231634,2995686.0,163.31052631579016,67.01676726090551,64.16794650560834
71,82.41755008579182,3032797.0,168.2000000000006,67.74548043635451,64.56107926107933
72,97.5514585251509,3068844.0,172.56551724138004,65.91948021947634,63.330740112863126
73,83.44553066148119,3104366.0,151.9213058419248,66.7329849450342,64.75024236152723
74,82.92454304137587,3140119.0,178.3481203007526,67.90637711028897,63.93122487268829
75,90.43680240347558,3177062.0,167.54718614718675,70.43689556274063,66.18511935356634
76,171.88826589081162,3216238.0,240.7084337349412,72.26254162033848,66.6975599570458
77,84.6680797693274,3252357.0,179.72765957446893,71.0738248953698,66.22220447284352
78,179.87704627986727,3291618.0,241.45856697819445,74.78228503876657,68.34426186750142
79,126.91358561696286,3330817.0,274.78474576271174,74.2188962854124,67.18014184397168
80,156.69802160813538,3371593.0,280.43910034602067,74.45645010667,66.14934956856914
81,260.2765014164813,3412032.0,198.91362126245951,70.33845648496359,64.90952745198035
82,173.5218807321358,3454721.0,362.5934065934051,80.5441092200133,70.36423186256343
83,196.5896820969318,3500094.0,397.2151515151478,78.00566928687465,67.70454207628129
84,138.43324893479655,3544670.0,406.20253164556755,86.59970699441274,71.08777168777178
85,204.72722484854916,3595239.0,432.2536231884035,92.64650725746749,73.44234341003306
86,309.64493941602007,3648912.0,511.73706293706107,98.9696353940228,76.81473214285727
